nr,year,union,married,educ
2685,1985,0,0,13
2685,1986,0,0,13
2685,1987,0,0,13
2711,1980,1,1,12
2711,1981,0,1,12
2711,1982,1,0,12
2711,1983,0,0,12
2711,1984,1,0,12
2711,1985,0,1,12
2711,1986,0,0,12
2711,1987,1,0,12
2718,1980,1,1,11
2718,1981,1,1,11
2718,1982,1,0,11
2718,1983,1,0,11
2718,1984,1,0,11
2718,1985,1,0,11
2718,1986,1,0,11
2718,1987,1,0,11
2721,1980,0,1,9
2721,1981,0,1,9
2721,1982,1,1,9
2721,1983,0,1,9
2721,1984,1,1,9
2721,1985,0,1,9
2721,1986,0,1,9
2721,1987,0,1,9
2733,1980,0,0,12
2733,1981,0,0,12
2733,1982,1,1,12
2733,1983,0,1,12
2733,1984,1,1,12
2733,1985,0,1,12
2733,1986,0,1,12
2733,1987,0,1,12
2741,1980,0,1,12
2741,1981,0,1,12
2741,1982,0,1,12
2741,1983,0,1,12
2741,1984,1,1,12
2741,1985,0,1,12
2741,1986,0,1,12
2741,1987,0,1,12
2745,1980,0,0,12
2745,1981,1,0,12
2745,1982,0,0,12
2745,1983,0,1,12
2745,1984,0,1,12
2745,1985,0,1,12
2745,1986,0,0,12
2745,1987,0,0,12
2751,1980,1,0,12
2751,1981,0,1,12
2751,1982,1,1,12
2751,1983,1,1,12
2751,1984,1,1,12
2751,1985,1,1,12
2751,1986,0,1,12
2751,1987,1,1,12
2774,1980,0,1,14
2774,1981,0,1,14
2774,1982,0,1,14
2774,1983,0,1,14
2774,1984,0,1,14
2774,1985,0,1,14
2774,1986,0,1,14
2774,1987,0,1,14
2801,1980,1,0,10
2801,1981,0,1,10
2801,1982,0,1,10
2801,1983,0,0,10
2801,1984,0,0,10
2801,1985,0,1,10
2801,1986,0,1,10
2801,1987,1,1,10
2813,1980,0,1,13
2813,1981,0,1,13
2813,1982,0,1,13
2813,1983,0,1,13
2813,1984,0,1,13
2813,1985,0,1,13
2813,1986,0,1,13
2813,1987,0,1,13
2833,1980,0,1,12
2833,1981,0,1,12
2833,1982,0,1,12
2833,1983,0,1,12
2833,1984,0,1,12
2833,1985,0,1,12
2833,1986,0,1,12
2833,1987,0,1,12
2839,1980,0,0,13
2839,1981,0,0,13
2839,1982,0,0,13
2839,1983,0,0,13
2839,1984,0,0,13
2839,1985,0,0,13
2839,1986,0,0,13
2839,1987,0,0,13
2842,1980,0,0,13
2842,1981,0,0,13
2842,1982,0,0,13
2842,1983,0,0,13
2842,1984,0,0,13
2842,1985,0,0,13
2842,1986,0,0,13
2842,1987,0,0,13
2866,1980,0,0,9
2866,1981,1,1,9
2866,1982,0,1,9
2866,1983,0,1,9
2866,1984,0,1,9
2866,1985,0,1,9
2866,1986,0,1,9
2866,1987,0,1,9
2868,1980,1,0,13
2868,1981,0,0,13
2868,1982,0,0,13
2868,1983,0,1,13
2868,1984,0,1,13
2868,1985,0,1,13
2868,1986,0,1,13
2868,1987,0,1,13
2874,1980,0,0,9
2874,1981,0,0,9
2874,1982,0,0,9
2874,1983,0,0,9
2874,1984,0,0,9
2874,1985,0,0,9
2874,1986,0,0,9
2874,1987,0,0,9
2916,1980,0,0,12
2916,1981,0,0,12
2916,1982,0,0,12
2916,1983,0,0,12
2916,1984,0,0,12
2916,1985,0,0,12
2916,1986,0,0,12
2916,1987,0,0,12
2951,1980,0,0,9
2951,1981,0,0,9
2951,1982,0,0,9
2951,1983,0,0,9
2951,1984,0,0,9
2951,1985,0,0,9
2951,1986,0,0,9
2951,1987,0,0,9
2980,1980,0,1,15
2980,1981,0,1,15
2980,1982,0,1,15
2980,1983,0,1,15
2980,1984,0,1,15
2980,1985,0,1,15
2980,1986,0,1,15
2980,1987,0,1,15
2994,1980,0,0,12
2994,1981,0,0,12
2994,1982,0,1,12
2994,1983,0,1,12
2994,1984,0,1,12
2994,1985,0,1,12
2994,1986,0,1,12
2994,1987,0,1,12
2997,1980,0,0,12
2997,1981,0,0,12
2997,1982,0,0,12
2997,1983,0,0,12
2997,1984,0,0,12
2997,1985,0,1,12
2997,1986,0,1,12
2997,1987,0,1,12
3017,1980,1,0,14
3017,1981,1,1,14
3017,1982,1,1,14
3017,1983,1,1,14
3017,1984,0,1,14
3017,1985,0,1,14
3017,1986,0,1,14
3017,1987,0,1,14
3037,1980,1,0,12
3037,1981,1,1,12
3037,1982,1,1,12
3037,1983,1,1,12
3037,1984,1,1,12
3037,1985,1,1,12
3037,1986,1,1,12
3037,1987,1,1,12
3059,1980,1,0,12
3059,1981,1,0,12
3059,1982,1,0,12
3059,1983,1,0,12
3059,1984,1,1,12
3059,1985,1,1,12
3059,1986,1,1,12
3059,1987,1,1,12
3062,1980,0,0,15
3062,1981,0,0,15
3062,1982,0,0,15
3062,1983,0,0,15
3062,1984,0,0,15
3062,1985,0,0,15
3062,1986,0,0,15
3062,1987,0,0,15
3100,1980,0,1,12
3100,1981,0,1,12
3100,1982,0,1,12
3100,1983,0,1,12
3100,1984,1,1,12
3100,1985,1,1,12
3100,1986,1,1,12
3100,1987,1,1,12
3102,1980,0,0,12
3102,1981,0,0,12
3102,1982,0,0,12
3102,1983,0,0,12
3102,1984,0,0,12
3102,1985,0,0,12
3102,1986,0,0,12
3102,1987,0,0,12
3127,1980,0,0,10
3127,1981,0,0,10
3127,1982,0,0,10
3127,1983,0,0,10
3127,1984,0,0,10
3127,1985,0,0,10
3127,1986,0,0,10
3127,1987,0,1,10
3136,1980,1,0,12
3136,1981,1,0,12
3136,1982,1,0,12
3136,1983,1,0,12
3136,1984,1,0,12
3136,1985,1,0,12
3136,1986,1,0,12
3136,1987,1,0,12
3137,1980,0,0,14
3137,1981,0,0,14
3137,1982,0,0,14
3137,1983,0,0,14
3137,1984,0,1,14
3137,1985,0,0,14
3137,1986,0,0,14
3137,1987,0,0,14
3138,1980,1,0,12
3138,1981,1,0,12
3138,1982,1,0,12
3138,1983,0,0,12
3138,1984,1,0,12
3138,1985,0,0,12
3138,1986,0,0,12
3138,1987,1,0,12
3140,1980,0,0,13
3140,1981,0,0,13
3140,1982,0,1,13
3140,1983,0,1,13
3140,1984,0,1,13
3140,1985,0,1,13
3140,1986,0,1,13
3140,1987,0,1,13
3193,1980,0,0,11
3193,1981,0,0,11
3193,1982,0,0,11
3193,1983,0,0,11
3193,1984,0,0,11
3193,1985,0,1,11
3193,1986,0,1,11
3193,1987,0,1,11
3196,1980,1,0,12
3196,1981,1,0,12
3196,1982,1,0,12
3196,1983,1,0,12
3196,1984,1,0,12
3196,1985,1,0,12
3196,1986,1,0,12
3196,1987,0,0,12
3200,1980,1,0,8
3200,1981,1,0,8
3200,1982,1,0,8
3200,1983,1,0,8
3200,1984,1,0,8
3200,1985,0,0,8
3200,1986,0,0,8
3200,1987,0,1,8
3202,1980,1,0,12
3202,1981,1,0,12
3202,1982,1,1,12
3202,1983,1,1,12
3202,1984,1,1,12
3202,1985,1,1,12
3202,1986,1,1,12
3202,1987,1,1,12
3207,1980,0,1,12
3207,1981,0,1,12
3207,1982,0,1,12
3207,1983,0,1,12
3207,1984,0,1,12
3207,1985,0,1,12
3207,1986,0,1,12
3207,1987,0,1,12
3208,1980,1,0,12
3208,1981,1,1,12
3208,1982,1,1,12
3208,1983,1,1,12
3208,1984,1,1,12
3208,1985,0,1,12
3208,1986,0,1,12
3208,1987,0,1,12
3210,1980,1,0,10
3210,1981,1,0,10
3210,1982,1,0,10
3210,1983,1,0,10
3210,1984,1,0,10
3210,1985,1,0,10
3210,1986,0,0,10
3210,1987,0,0,10
3215,1980,0,0,12
3215,1981,1,0,12
3215,1982,0,0,12
3215,1983,1,0,12
3215,1984,1,0,12
3215,1985,1,0,12
3215,1986,1,0,12
3215,1987,1,0,12
3219,1980,0,0,11
3219,1981,1,0,11
3219,1982,0,0,11
3219,1983,0,0,11
3219,1984,1,0,11
3219,1985,1,0,11
3219,1986,0,0,11
3219,1987,0,0,11
3226,1980,0,0,13
3226,1981,0,0,13
3226,1982,0,0,13
3226,1983,0,0,13
3226,1984,0,0,13
3226,1985,0,0,13
3226,1986,0,1,13
3226,1987,0,1,13
3235,1980,0,0,12
3235,1981,0,1,12
3235,1982,1,1,12
3235,1983,0,1,12
3235,1984,0,1,12
3235,1985,0,1,12
3235,1986,0,1,12
3235,1987,0,1,12
3239,1980,0,0,11
3239,1981,0,0,11
3239,1982,0,0,11
3239,1983,0,0,11
3239,1984,0,0,11
3239,1985,0,0,11
3239,1986,0,0,11
3239,1987,1,0,11
3271,1980,1,0,7
3271,1981,1,0,7
3271,1982,0,0,7
3271,1983,0,0,7
3271,1984,0,0,7
3271,1985,0,0,7
3271,1986,0,0,7
3271,1987,0,0,7
3275,1980,0,0,12
3275,1981,0,0,12
3275,1982,0,0,12
3275,1983,0,0,12
3275,1984,0,0,12
3275,1985,0,0,12
3275,1986,0,0,12
3275,1987,0,0,12
3282,1980,0,0,10
3282,1981,0,0,10
3282,1982,0,0,10
3282,1983,1,0,10
3282,1984,0,0,10
3282,1985,0,0,10
3282,1986,0,0,10
3282,1987,1,0,10
3289,1980,0,0,15
3289,1981,1,0,15
3289,1982,0,0,15
3289,1983,0,1,15
3289,1984,0,1,15
3289,1985,0,1,15
3289,1986,0,1,15
3289,1987,0,1,15
3290,1980,0,0,12
3290,1981,0,0,12
3290,1982,1,0,12
3290,1983,0,0,12
3290,1984,0,0,12
3290,1985,0,1,12
3290,1986,0,1,12
3290,1987,0,1,12
3307,1980,1,0,14
3307,1981,1,0,14
3307,1982,0,0,14
3307,1983,1,0,14
3307,1984,1,0,14
3307,1985,1,0,14
3307,1986,1,0,14
3307,1987,1,0,14
3333,1980,0,0,12
3333,1981,0,0,12
3333,1982,0,0,12
3333,1983,0,0,12
3333,1984,0,0,12
3333,1985,0,0,12
3333,1986,0,0,12
3333,1987,0,1,12
3353,1980,0,0,10
3353,1981,0,0,10
3353,1982,0,0,10
3353,1983,0,0,10
3353,1984,0,0,10
3353,1985,0,0,10
3353,1986,0,0,10
3353,1987,0,0,10
3380,1980,0,0,12
3380,1981,0,0,12
3380,1982,0,0,12
3380,1983,0,1,12
3380,1984,0,1,12
3380,1985,0,1,12
3380,1986,0,1,12
3380,1987,0,1,12
3381,1980,0,0,10
3381,1981,0,0,10
3381,1982,0,0,10
3381,1983,0,0,10
3381,1984,0,1,10
3381,1985,0,1,10
3381,1986,0,1,10
3381,1987,0,1,10
3389,1980,0,0,12
3389,1981,0,0,12
3389,1982,0,0,12
3389,1983,0,0,12
3389,1984,0,1,12
3389,1985,0,1,12
3389,1986,0,1,12
3389,1987,0,1,12
3394,1980,0,0,15
3394,1981,0,0,15
3394,1982,0,0,15
3394,1983,0,0,15
3394,1984,0,1,15
3394,1985,0,1,15
3394,1986,0,1,15
3394,1987,0,1,15
3401,1980,0,0,11
3401,1981,0,0,11
3401,1982,0,0,11
3401,1983,0,1,11
3401,1984,0,1,11
3401,1985,0,1,11
3401,1986,0,1,11
3401,1987,0,1,11
3414,1980,0,0,16
3414,1981,0,0,16
3414,1982,0,0,16
3414,1983,0,0,16
3414,1984,0,0,16
3414,1985,0,1,16
3414,1986,0,1,16
3414,1987,0,1,16
3420,1980,0,0,13
3420,1981,0,0,13
3420,1982,0,0,13
3420,1983,0,0,13
3420,1984,0,0,13
3420,1985,0,0,13
3420,1986,0,0,13
3420,1987,0,0,13
3440,1980,0,0,11
3440,1981,0,0,11
3440,1982,1,1,11
3440,1983,1,1,11
3440,1984,1,1,11
3440,1985,1,1,11
3440,1986,0,0,11
3440,1987,1,1,11
3461,1980,0,0,11
3461,1981,0,0,11
3461,1982,0,0,11
3461,1983,0,0,11
3461,1984,0,0,11
3461,1985,0,0,11
3461,1986,0,0,11
3461,1987,0,0,11
3468,1980,0,0,14
3468,1981,0,0,14
3468,1982,0,0,14
3468,1983,0,0,14
3468,1984,0,0,14
3468,1985,0,0,14
3468,1986,0,0,14
3468,1987,0,0,14
3482,1980,0,0,13
3482,1981,0,0,13
3482,1982,0,0,13
3482,1983,0,0,13
3482,1984,0,0,13
3482,1985,0,0,13
3482,1986,0,0,13
3482,1987,0,1,13
3495,1980,1,0,12
3495,1981,1,0,12
3495,1982,1,0,12
3495,1983,1,0,12
3495,1984,1,0,12
3495,1985,1,0,12
3495,1986,0,1,12
3495,1987,1,1,12
3503,1980,1,0,12
3503,1981,1,0,12
3503,1982,1,0,12
3503,1983,1,0,12
3503,1984,1,0,12
3503,1985,1,0,12
3503,1986,1,1,12
3503,1987,0,1,12
3525,1980,1,0,14
3525,1981,0,0,14
3525,1982,0,0,14
3525,1983,0,0,14
3525,1984,0,0,14
3525,1985,0,0,14
3525,1986,0,0,14
3525,1987,0,0,14
3526,1980,0,0,12
3526,1981,0,1,12
3526,1982,0,1,12
3526,1983,0,1,12
3526,1984,1,1,12
3526,1985,1,1,12
3526,1986,1,1,12
3526,1987,1,1,12
3538,1980,1,1,12
3538,1981,1,1,12
3538,1982,1,1,12
3538,1983,1,1,12
3538,1984,1,1,12
3538,1985,1,1,12
3538,1986,1,0,12
3538,1987,0,0,12
3563,1980,1,0,11
3563,1981,1,0,11
3563,1982,0,0,11
3563,1983,0,0,11
3563,1984,1,1,11
3563,1985,1,1,11
3563,1986,0,1,11
3563,1987,1,1,11
3575,1980,0,0,12
3575,1981,0,1,12
3575,1982,0,1,12
3575,1983,0,1,12
3575,1984,0,1,12
3575,1985,0,1,12
3575,1986,0,1,12
3575,1987,0,1,12
3580,1980,0,0,12
3580,1981,0,0,12
3580,1982,0,0,12
3580,1983,0,0,12
3580,1984,0,0,12
3580,1985,0,0,12
3580,1986,0,0,12
3580,1987,0,1,12
3581,1980,0,0,14
3581,1981,0,0,14
3581,1982,0,0,14
3581,1983,0,0,14
3581,1984,0,1,14
3581,1985,0,1,14
3581,1986,0,1,14
3581,1987,0,1,14
3589,1980,1,1,12
3589,1981,1,1,12
3589,1982,1,1,12
3589,1983,1,1,12
3589,1984,1,1,12
3589,1985,1,1,12
3589,1986,1,1,12
3589,1987,1,1,12
3591,1980,0,0,12
3591,1981,0,0,12
3591,1982,1,1,12
3591,1983,1,1,12
3591,1984,1,1,12
3591,1985,1,1,12
3591,1986,1,0,12
3591,1987,1,0,12
3598,1980,0,0,12
3598,1981,0,0,12
3598,1982,0,0,12
3598,1983,0,0,12
3598,1984,0,0,12
3598,1985,0,1,12
3598,1986,0,1,12
3598,1987,1,1,12
3602,1980,1,0,12
3602,1981,1,0,12
3602,1982,0,0,12
3602,1983,1,1,12
3602,1984,1,1,12
3602,1985,1,1,12
3602,1986,0,1,12
3602,1987,1,1,12
3607,1980,0,0,10
3607,1981,0,0,10
3607,1982,0,0,10
3607,1983,0,0,10
3607,1984,0,0,10
3607,1985,0,0,10
3607,1986,0,0,10
3607,1987,0,0,10
3621,1980,0,0,12
3621,1981,1,0,12
3621,1982,1,0,12
3621,1983,1,0,12
3621,1984,1,0,12
3621,1985,1,0,12
3621,1986,1,0,12
3621,1987,0,0,12
3628,1980,0,1,14
3628,1981,0,1,14
3628,1982,0,1,14
3628,1983,0,1,14
3628,1984,0,1,14
3628,1985,0,1,14
3628,1986,0,1,14
3628,1987,0,1,14
3653,1980,0,1,12
3653,1981,0,1,12
3653,1982,0,1,12
3653,1983,0,1,12
3653,1984,0,1,12
3653,1985,0,0,12
3653,1986,0,0,12
3653,1987,0,1,12
3706,1980,0,0,13
3706,1981,0,0,13
3706,1982,0,0,13
3706,1983,0,0,13
3706,1984,0,0,13
3706,1985,0,0,13
3706,1986,0,0,13
3706,1987,0,1,13
3707,1980,0,0,13
3707,1981,0,1,13
3707,1982,0,1,13
3707,1983,0,1,13
3707,1984,0,1,13
3707,1985,0,1,13
3707,1986,0,1,13
3707,1987,0,1,13
3708,1980,0,0,12
3708,1981,0,0,12
3708,1982,1,0,12
3708,1983,1,0,12
3708,1984,1,0,12
3708,1985,1,0,12
3708,1986,1,0,12
3708,1987,1,0,12
3743,1980,0,0,11
3743,1981,0,0,11
3743,1982,0,0,11
3743,1983,0,0,11
3743,1984,0,1,11
3743,1985,0,1,11
3743,1986,0,1,11
3743,1987,0,1,11
3777,1980,1,1,12
3777,1981,1,1,12
3777,1982,1,1,12
3777,1983,1,1,12
3777,1984,1,1,12
3777,1985,1,1,12
3777,1986,1,1,12
3777,1987,1,1,12
3831,1980,0,0,11
3831,1981,0,0,11
3831,1982,0,0,11
3831,1983,0,0,11
3831,1984,0,0,11
3831,1985,0,1,11
3831,1986,0,1,11
3831,1987,0,1,11
3844,1980,0,0,11
3844,1981,0,0,11
3844,1982,0,0,11
3844,1983,0,0,11
3844,1984,0,0,11
3844,1985,0,0,11
3844,1986,0,0,11
3844,1987,0,0,11
3847,1980,1,0,12
3847,1981,1,0,12
3847,1982,1,1,12
3847,1983,1,1,12
3847,1984,1,1,12
3847,1985,1,1,12
3847,1986,1,1,12
3847,1987,1,1,12
3848,1980,0,0,12
3848,1981,0,0,12
3848,1982,0,0,12
3848,1983,0,0,12
3848,1984,0,0,12
3848,1985,0,0,12
3848,1986,0,1,12
3848,1987,0,1,12
3882,1980,1,0,15
3882,1981,0,0,15
3882,1982,0,0,15
3882,1983,0,0,15
3882,1984,0,0,15
3882,1985,0,0,15
3882,1986,0,0,15
3882,1987,0,0,15
3937,1980,0,0,11
3937,1981,1,0,11
3937,1982,1,0,11
3937,1983,0,0,11
3937,1984,1,0,11
3937,1985,0,1,11
3937,1986,1,1,11
3937,1987,1,1,11
4000,1980,0,0,7
4000,1981,0,0,7
4000,1982,0,0,7
4000,1983,0,1,7
4000,1984,0,1,7
4000,1985,0,1,7
4000,1986,0,1,7
4000,1987,0,1,7
4004,1980,0,0,12
4004,1981,0,0,12
4004,1982,0,0,12
4004,1983,0,0,12
4004,1984,0,0,12
4004,1985,0,0,12
4004,1986,0,0,12
4004,1987,0,1,12
4025,1980,0,0,9
4025,1981,0,0,9
4025,1982,0,1,9
4025,1983,0,1,9
4025,1984,0,0,9
4025,1985,1,0,9
4025,1986,0,0,9
4025,1987,0,0,9
4032,1980,1,0,11
4032,1981,0,0,11
4032,1982,0,0,11
4032,1983,0,0,11
4032,1984,0,0,11
4032,1985,0,0,11
4032,1986,0,0,11
4032,1987,0,1,11
4046,1980,0,1,9
4046,1981,0,1,9
4046,1982,0,1,9
4046,1983,0,1,9
4046,1984,0,1,9
4046,1985,0,1,9
4046,1986,0,1,9
4046,1987,0,1,9
4088,1980,0,0,13
4088,1981,0,0,13
4088,1982,0,0,13
4088,1983,0,0,13
4088,1984,0,0,13
4088,1985,0,0,13
4088,1986,0,1,13
4088,1987,0,1,13
4091,1980,1,1,12
4091,1981,1,1,12
4091,1982,1,1,12
4091,1983,1,1,12
4091,1984,1,1,12
4091,1985,1,1,12
4091,1986,1,1,12
4091,1987,1,1,12
4122,1980,0,1,16
4122,1981,0,1,16
4122,1982,0,1,16
4122,1983,0,1,16
4122,1984,0,1,16
4122,1985,0,1,16
4122,1986,0,1,16
4122,1987,0,1,16
4127,1980,0,0,10
4127,1981,0,0,10
4127,1982,0,0,10
4127,1983,0,0,10
4127,1984,0,0,10
4127,1985,0,0,10
4127,1986,0,0,10
4127,1987,0,0,10
4128,1980,1,0,12
4128,1981,1,0,12
4128,1982,1,0,12
4128,1983,1,0,12
4128,1984,1,0,12
4128,1985,0,0,12
4128,1986,1,0,12
4128,1987,1,0,12
4159,1980,1,0,11
4159,1981,1,0,11
4159,1982,1,0,11
4159,1983,1,1,11
4159,1984,1,1,11
4159,1985,0,0,11
4159,1986,0,1,11
4159,1987,0,1,11
4204,1980,1,0,11
4204,1981,0,0,11
4204,1982,0,0,11
4204,1983,0,1,11
4204,1984,0,0,11
4204,1985,0,0,11
4204,1986,0,0,11
4204,1987,1,0,11
4229,1980,0,0,12
4229,1981,0,0,12
4229,1982,0,0,12
4229,1983,0,0,12
4229,1984,0,0,12
4229,1985,0,0,12
4229,1986,0,0,12
4229,1987,0,0,12
4258,1980,1,0,12
4258,1981,1,0,12
4258,1982,1,0,12
4258,1983,1,0,12
4258,1984,1,0,12
4258,1985,1,0,12
4258,1986,1,0,12
4258,1987,1,0,12
4261,1980,0,1,6
4261,1981,0,1,6
4261,1982,0,0,6
4261,1983,0,1,6
4261,1984,1,0,6
4261,1985,0,0,6
4261,1986,0,0,6
4261,1987,0,0,6
4264,1980,0,1,10
4264,1981,0,1,10
4264,1982,1,1,10
4264,1983,0,1,10
4264,1984,0,1,10
4264,1985,0,1,10
4264,1986,0,1,10
4264,1987,0,0,10
4278,1980,0,1,12
4278,1981,0,1,12
4278,1982,0,1,12
4278,1983,0,1,12
4278,1984,0,1,12
4278,1985,0,1,12
4278,1986,0,1,12
4278,1987,0,1,12
4297,1980,1,0,12
4297,1981,0,0,12
4297,1982,0,1,12
4297,1983,0,1,12
4297,1984,0,1,12
4297,1985,0,0,12
4297,1986,0,1,12
4297,1987,0,1,12
4302,1980,0,0,11
4302,1981,0,0,11
4302,1982,0,0,11
4302,1983,0,0,11
4302,1984,0,0,11
4302,1985,0,0,11
4302,1986,0,0,11
4302,1987,0,1,11
4321,1980,0,0,11
4321,1981,1,1,11
4321,1982,0,1,11
4321,1983,1,0,11
4321,1984,1,1,11
4321,1985,1,1,11
4321,1986,1,1,11
4321,1987,1,1,11
4328,1980,0,0,12
4328,1981,0,0,12
4328,1982,0,0,12
4328,1983,0,0,12
4328,1984,0,0,12
4328,1985,0,0,12
4328,1986,0,0,12
4328,1987,0,0,12
4332,1980,0,0,12
4332,1981,0,0,12
4332,1982,0,0,12
4332,1983,0,0,12
4332,1984,0,0,12
4332,1985,0,0,12
4332,1986,0,0,12
4332,1987,0,0,12
4335,1980,0,1,11
4335,1981,0,1,11
4335,1982,0,1,11
4335,1983,0,1,11
4335,1984,0,1,11
4335,1985,0,1,11
4335,1986,0,1,11
4335,1987,0,1,11
4357,1980,1,0,12
4357,1981,1,0,12
4357,1982,0,1,12
4357,1983,0,1,12
4357,1984,0,1,12
4357,1985,0,1,12
4357,1986,1,1,12
4357,1987,1,1,12
4365,1980,0,0,11
4365,1981,0,0,11
4365,1982,0,1,11
4365,1983,0,1,11
4365,1984,0,1,11
4365,1985,0,1,11
4365,1986,0,1,11
4365,1987,0,1,11
4380,1980,1,0,13
4380,1981,1,0,13
4380,1982,1,1,13
4380,1983,1,1,13
4380,1984,1,1,13
4380,1985,0,1,13
4380,1986,0,1,13
4380,1987,0,0,13
4394,1980,0,0,11
4394,1981,1,0,11
4394,1982,0,0,11
4394,1983,1,0,11
4394,1984,0,0,11
4394,1985,0,0,11
4394,1986,0,0,11
4394,1987,0,0,11
4510,1980,0,0,13
4510,1981,1,0,13
4510,1982,0,0,13
4510,1983,0,0,13
4510,1984,0,0,13
4510,1985,0,0,13
4510,1986,0,0,13
4510,1987,0,1,13
4559,1980,0,0,12
4559,1981,0,1,12
4559,1982,0,1,12
4559,1983,0,1,12
4559,1984,0,1,12
4559,1985,0,1,12
4559,1986,0,1,12
4559,1987,0,1,12
4563,1980,1,0,11
4563,1981,0,0,11
4563,1982,0,0,11
4563,1983,0,0,11
4563,1984,0,0,11
4563,1985,0,1,11
4563,1986,0,1,11
4563,1987,1,1,11
4569,1980,1,0,12
4569,1981,1,0,12
4569,1982,1,1,12
4569,1983,1,0,12
4569,1984,1,0,12
4569,1985,1,0,12
4569,1986,1,1,12
4569,1987,1,1,12
4603,1980,1,0,11
4603,1981,1,0,11
4603,1982,1,0,11
4603,1983,1,0,11
4603,1984,1,0,11
4603,1985,1,0,11
4603,1986,1,0,11
4603,1987,1,0,11
4607,1980,0,0,13
4607,1981,0,0,13
4607,1982,0,0,13
4607,1983,0,0,13
4607,1984,0,0,13
4607,1985,0,0,13
4607,1986,0,1,13
4607,1987,1,1,13
4633,1980,0,0,12
4633,1981,0,0,12
4633,1982,0,0,12
4633,1983,0,0,12
4633,1984,0,0,12
4633,1985,0,1,12
4633,1986,0,1,12
4633,1987,1,1,12
4676,1980,0,0,10
4676,1981,0,0,10
4676,1982,0,0,10
4676,1983,0,0,10
4676,1984,0,0,10
4676,1985,0,0,10
4676,1986,0,0,10
4676,1987,0,0,10
4701,1980,0,0,12
4701,1981,0,0,12
4701,1982,0,0,12
4701,1983,0,0,12
4701,1984,0,0,12
4701,1985,0,1,12
4701,1986,0,1,12
4701,1987,0,1,12
4716,1980,0,1,12
4716,1981,1,1,12
4716,1982,1,1,12
4716,1983,1,1,12
4716,1984,1,1,12
4716,1985,1,1,12
4716,1986,1,1,12
4716,1987,1,1,12
4720,1980,1,1,12
4720,1981,0,1,12
4720,1982,1,1,12
4720,1983,1,1,12
4720,1984,1,1,12
4720,1985,1,1,12
4720,1986,0,1,12
4720,1987,1,1,12
4759,1980,1,0,12
4759,1981,1,1,12
4759,1982,1,1,12
4759,1983,1,1,12
4759,1984,1,1,12
4759,1985,1,1,12
4759,1986,1,1,12
4759,1987,0,1,12
4791,1980,1,1,12
4791,1981,1,1,12
4791,1982,1,1,12
4791,1983,1,1,12
4791,1984,1,1,12
4791,1985,1,1,12
4791,1986,1,1,12
4791,1987,1,1,12
4811,1980,0,0,12
4811,1981,0,0,12
4811,1982,0,0,12
4811,1983,0,0,12
4811,1984,1,0,12
4811,1985,0,0,12
4811,1986,0,0,12
4811,1987,1,0,12
4828,1980,0,0,11
4828,1981,0,0,11
4828,1982,1,0,11
4828,1983,0,0,11
4828,1984,0,0,11
4828,1985,0,0,11
4828,1986,0,1,11
4828,1987,0,1,11
4857,1980,0,0,14
4857,1981,0,0,14
4857,1982,0,0,14
4857,1983,0,0,14
4857,1984,0,0,14
4857,1985,0,1,14
4857,1986,0,1,14
4857,1987,0,1,14
4858,1980,0,0,12
4858,1981,1,0,12
4858,1982,0,1,12
4858,1983,0,1,12
4858,1984,0,1,12
4858,1985,0,1,12
4858,1986,0,1,12
4858,1987,0,1,12
4859,1980,0,0,12
4859,1981,0,0,12
4859,1982,0,0,12
4859,1983,0,0,12
4859,1984,0,0,12
4859,1985,0,0,12
4859,1986,0,0,12
4859,1987,0,0,12
4866,1980,1,0,14
4866,1981,1,1,14
4866,1982,1,1,14
4866,1983,1,1,14
4866,1984,1,1,14
4866,1985,1,1,14
4866,1986,1,0,14
4866,1987,1,0,14
4881,1980,0,1,14
4881,1981,0,1,14
4881,1982,0,1,14
4881,1983,0,1,14
4881,1984,0,1,14
4881,1985,0,1,14
4881,1986,0,1,14
4881,1987,0,1,14
4884,1980,0,0,12
4884,1981,0,0,12
4884,1982,0,1,12
4884,1983,0,1,12
4884,1984,0,1,12
4884,1985,1,1,12
4884,1986,1,1,12
4884,1987,1,1,12
4888,1980,1,0,12
4888,1981,1,1,12
4888,1982,0,1,12
4888,1983,1,1,12
4888,1984,1,1,12
4888,1985,0,1,12
4888,1986,0,1,12
4888,1987,0,1,12
4901,1980,1,1,11
4901,1981,1,1,11
4901,1982,1,1,11
4901,1983,1,1,11
4901,1984,1,1,11
4901,1985,1,1,11
4901,1986,1,1,11
4901,1987,1,0,11
4917,1980,0,0,12
4917,1981,0,0,12
4917,1982,0,0,12
4917,1983,0,0,12
4917,1984,0,0,12
4917,1985,0,0,12
4917,1986,0,0,12
4917,1987,0,0,12
4926,1980,1,0,12
4926,1981,1,1,12
4926,1982,0,1,12
4926,1983,1,1,12
4926,1984,0,1,12
4926,1985,0,1,12
4926,1986,0,1,12
4926,1987,1,1,12
4982,1980,0,0,9
4982,1981,0,0,9
4982,1982,0,0,9
4982,1983,0,0,9
4982,1984,0,0,9
4982,1985,0,1,9
4982,1986,0,1,9
4982,1987,0,1,9
5017,1980,0,0,13
5017,1981,0,0,13
5017,1982,0,0,13
5017,1983,0,1,13
5017,1984,0,1,13
5017,1985,0,0,13
5017,1986,0,0,13
5017,1987,0,1,13
5033,1980,0,0,12
5033,1981,0,0,12
